"city","country","name","japanese_name","address","japanese_address","capacity","image_url"
"Mataram","Indonesia","Stadion Gelora 17 Desember","スタディオン ジェロラ 12月17日","Jalan Tegun H. Faizal Sweta","","15000","https://media.api-sports.io/football/venues/11186.png"
"Sentani, Jayapura","Indonesia","Stadion Barnabas Youwe","バルナバ・ユーヴェ・スタジアム","Dafonsoro","","15000","https://media.api-sports.io/football/venues/11187.png"
"Jakarta","Indonesia","Stadion Utama Gelora Bung Karno","スタディオン ウタマ ゲロラ ブン カルノ","Jalan Stadion Senayan, Senayan","","88083","https://media.api-sports.io/football/venues/18604.png"
"Kudus","Indonesia","Stadion Wergu Wetan","ヴェルグ・ヴェタン・スタジアム","","","10000","https://media.api-sports.io/football/venues/21271.png"
"Teheran","Iran","Azadi Stadium","アザディスタジアム","Azadi Stadium Boulevard","","100000","https://media.api-sports.io/football/venues/845.png"
"Jam","Iran","Takhti Stadium","タクティスタジアム","Valiasr Boulevard","","20000","https://media.api-sports.io/football/venues/1889.png"
"Arak","Iran","Imam Khomeini Stadium","イマーム・ホメイニ・スタジアム","","","15000","https://media.api-sports.io/football/venues/1738.png"
"Yazd","Iran","Nasiri Stadium","ナシリスタジアム","","","30000","https://media.api-sports.io/football/venues/2754.png"
"Babol","Iran","Shohada Stadium","ショハダスタジアム","Noshirvani Street","","5000","https://media.api-sports.io/football/venues/1853.png"
"Rafsanjan","Iran","Shohada Mes Rafsanjan Stadium","ショハダメスラフサンジャンスタジアム","","","10000","https://media.api-sports.io/football/venues/19369.png"
"Masjed Soleyman","Iran","Behnam Mohammadi Stadium","ベナム・モハマディ・スタジアム","","","1000","https://media.api-sports.io/football/venues/1704.png"
"Shahr-e Qods","Iran","Shahr-e Qods Stadium","シャーレ・コッズ・スタジアム","Shora Boulavard","","25000","https://media.api-sports.io/football/venues/854.png"
"Rasht","Iran","Dr. Azodi Stadium","ドクター・アゾディ・スタジアム","Namju Street","","17276","https://media.api-sports.io/football/venues/1705.png"
"Eslamshahr","Iran","Martyrs Stadium Islamshahr","殉教者スタジアム イスラームシャール","2nd Moallem","","7000","https://media.api-sports.io/football/venues/11527.png"
"Ahwaz","Iran","Ahvāz Takhti","アフヴァーズ・タクティ","Pourandokht Street","","30000","https://media.api-sports.io/football/venues/2753.png"
"Shiraz","Iran","Hafezieh Stadium","ハーフェジエスタジアム","Azadi Boulevard","","22460","https://media.api-sports.io/football/venues/1728.png"
"Sirjan","Iran","Gol Gohar Sport Complex","ゴルゴハル スポーツ コンプレックス","","","5000","https://media.api-sports.io/football/venues/11524.png"
"Bushehr","Iran","Shahid Beheshti Stadium","シャヒド・ベヘシュティ・スタジアム","Varzesh Street","","20000","https://media.api-sports.io/football/venues/858.png"
"Khorramabad","Iran","Takhti Stadium","タクティスタジアム","","","20000","https://media.api-sports.io/football/venues/2755.png"
"Bandar-e-Anzalī","Iran","Takhti Stadium (Ebtedaye khiabane)","タクティ スタジアム (エブテダイェ キアバネ)","Pishgah Hadian Sports Complex","","15559","https://media.api-sports.io/football/venues/849.png"
"Kerman","Iran","Shahid Bahonar Stadium","シャヒド・バホナール・スタジアム","","","12430","https://media.api-sports.io/football/venues/850.png"
"Ghaemshahr","Iran","Vatani Stadium","ヴァタニスタジアム","","","15000","https://media.api-sports.io/football/venues/853.png"
"Tabriz","Iran","Bonyan Diesel Stadium","ボニャンディーゼルスタジアム","","","12000","https://media.api-sports.io/football/venues/848.png"
"Qom","Iran","Yadegar-e-Emam Stadium","ヤデガル・エ・エマム・スタジアム","","","10610","https://media.api-sports.io/football/venues/2752.png"
"Mahshahr","Iran","Shohada Mahshahr","ショハダ・マハシャー","Ayet Allah Talghati Blvd","","5000","https://media.api-sports.io/football/venues/1897.png"
"Tabriz","Iran","Bagh Shomal Stadium (Takhti)","バグ・ショマル・スタジアム（タクティ）","Shahid Yaghchiyan Street &amp; Varzesh Street","","25000","https://media.api-sports.io/football/venues/859.png"
"Khorramshahr","Iran","Khorramshahr Stadium","ホラムシャールスタジアム","Ahvaz-Khorramshahr Road","","15000","https://media.api-sports.io/football/venues/1929.png"
"Urmia","Iran","Takhti Sports Complex","タクティ スポーツ コンプレックス","Ayatollah Kashani Street","","3000","https://media.api-sports.io/football/venues/1964.png"
"Bandar Bushehr","Iran","Shahid Mahdavi Stadium","シャヒド・マハダヴィ・スタジアム","Tangak","","15000","https://media.api-sports.io/football/venues/12558.png"
"Mashhad","Iran","Samen Al-Aeme Stadium","サメン・アル・アエメ・スタジアム","Shandiz","","35000","https://media.api-sports.io/football/venues/1808.png"
"Teheran","Iran","Takhti Stadium","タクティスタジアム","Bozorgrah-e-Hejrat Highway","","30122","https://media.api-sports.io/football/venues/852.png"
"Ahvaz","Iran","Shohadaye Foolad Khoozestan","ショハダエ・フーラド・クーゼスタン","","","30655","https://media.api-sports.io/football/venues/19310.png"
"Teheran","Iran","Shahid Dastgerdi Stadium","シャヒド・ダストゲルディ・スタジアム","Mokhaberat Street, Ekbatan","","8250","https://media.api-sports.io/football/venues/855.png"
"Fooladshahr","Iran","Folād Shahr Stadium","フォラード・シャール・スタジアム","","","20000","https://media.api-sports.io/football/venues/861.png"
"Ahwaz","Iran","Foolad Sport Complex","フーラッド スポーツ コンプレックス","Pourandokht Street","","3000","https://media.api-sports.io/football/venues/20462.png"
"Abadan","Iran","Takhti Stadium","タクティスタジアム","","","22000","https://media.api-sports.io/football/venues/856.png"
"Isfahan","Iran","Naghsh-e-Jahan Stadium","ナグシェジャハンスタジアム","Kavah Street, 10th Kilometer","","75000","https://media.api-sports.io/football/venues/857.png"
"Sirjan","Iran","Imam Ali Stadium","イマーム・アリ・スタジアム","","","15000","https://media.api-sports.io/football/venues/847.png"
"Tabriz","Iran","Yadegar-e-Emam Stadium","ヤデガル・エ・エマム・スタジアム","","","80000","https://media.api-sports.io/football/venues/860.png"
"Teheran","Iran","Jey Stadium","ジェイスタジアム","","","5000","https://media.api-sports.io/football/venues/5449.png"
"Ziar Kola","Iran","Simorgh Martyrs Stadium","シムルグ殉教者スタジアム","Noshirvani Street","","7000","https://media.api-sports.io/football/venues/12589.png"
"Arorangi, Rarotonga","Iran","Raemaru Park","レイマル公園","","","1000","https://media.api-sports.io/football/venues/5766.png"
"Hamedān","Iran","Ghods Stadium","ゴッズスタジアム","","","8000","https://media.api-sports.io/football/venues/7196.png"
"Talesh","Iran","Pouria Vali Talesh Stadium","プーリア・ヴァリ・タレシュ・スタジアム","","","10000","https://media.api-sports.io/football/venues/19311.png"
"Shahrbabak","Iran","Shohada Mes Shahrbabak Stadium","ショハダメス・シャールババクスタジアム","","","3000","https://media.api-sports.io/football/venues/12559.png"
"Gachsaran","Iran","Naft Gachsaran Stadium","ナフト・ガクサラン・スタジアム","","","5000","https://media.api-sports.io/football/venues/7197.png"
"Astara","Iran","Vahdat Stadium","ヴァフダットスタジアム","","","1500","https://media.api-sports.io/football/venues/19312.png"
"Tehran","Iran","Ghadir Tehran Stadium","ガディール・テヘラン・スタジアム","District 22","","5000","https://media.api-sports.io/football/venues/12561.png"
"Hamedān","Iran","Haji Babaei Martyr Sports Complex","ハジ・ババエイ殉教者スポーツ複合施設","Maryanaj","","10000","https://media.api-sports.io/football/venues/19313.png"
"Qazvin","Iran","Sardare Azadegan Stadium","サルダーレ・アザデガン・スタジアム","","","15000","https://media.api-sports.io/football/venues/12591.png"
"Eslamshahr","Iran","Imam Khomeini Stadium","イマーム・ホメイニ・スタジアム","","","8000","https://media.api-sports.io/football/venues/21207.png"
"Basra","Iraq","Basra International Stadium","バスラ国際スタジアム","","","65000","https://media.api-sports.io/football/venues/20704.png"
"Bagdad","Iraq","Al-Shaab Stadium","アル・シャアブ・スタジアム","","","40000","https://media.api-sports.io/football/venues/5710.png"
"Al Taji","Iraq","Al Taji Stadium","アル・タジ・スタジアム","","","5000","https://media.api-sports.io/football/venues/7399.png"
"Basra","Iraq","Basra Sport City Stadium","バスラスポーツシティスタジアム","","","65000","https://media.api-sports.io/football/venues/862.png"
"Najaf","Iraq","Al Najaf Stadium","アル・ナジャフ・スタジアム","","","12000","https://media.api-sports.io/football/venues/7400.png"
"Bagdad","Iraq","Al Sina'a Stadium","アル・シナア・スタジアム","Imam Ali Street","","6000","https://media.api-sports.io/football/venues/7401.png"
"Bagdad","Iraq","Bagdad Stadium","バグダッドスタジアム","","","3000","https://media.api-sports.io/football/venues/7402.png"
"Arbil","Iraq","Franso Hariri Stadium","フランソ・ハリリ・スタジアム","","","40000","https://media.api-sports.io/football/venues/7403.png"
"Zubair","Iraq","Zubair Stadium","ズバイルスタジアム","","","5000","https://media.api-sports.io/football/venues/7404.png"
"Al Amarah","Iraq","Maysan International Stadium","メイサン国際スタジアム","","","25000","https://media.api-sports.io/football/venues/7405.png"
"Afak","Iraq","Afak Stadium","アファクスタジアム","","","2500","https://media.api-sports.io/football/venues/11073.png"
"Bagdad","Iraq","Al-Karkh Stadium","アル・カルフ・スタジアム","Al Mansur Street, Al Karkh","","10000","https://media.api-sports.io/football/venues/11074.png"
"Al Samawah","Iraq","Al Samawah Stadium","アル・サマーワ・スタジアム","","","15000","https://media.api-sports.io/football/venues/11075.png"
"Babil","Iraq","Al Kefal Olympic Stadium","アル・ケファル・オリンピックスタジアム","","","10000","https://media.api-sports.io/football/venues/11076.png"
"Zakho","Iraq","Zakho International Stadium","ザホ国際スタジアム","","","20000","https://media.api-sports.io/football/venues/11077.png"
"Dohuk","Iraq","Dohuk Stadium","ドホークスタジアム","","","20000","https://media.api-sports.io/football/venues/19301.png"
"Karbala","Iraq","Karbala Stadium","カルバラースタジアム","","","9000","https://media.api-sports.io/football/venues/19302.png"
"Dundalk","Ireland","Oriel Park","オリエルパーク","Carrick Road","","4500","https://media.api-sports.io/football/venues/864.png"
"Dublin","Ireland","Tallaght Stadium","タラトスタジアム","Kiltipper Way, Tallaght","","10500","https://media.api-sports.io/football/venues/865.png"
"Cork","Ireland","Turner's Cross","ターナーズクロス","Curragh Road, Turner’s Cross","","7485","https://media.api-sports.io/football/venues/863.png"
"Londonderry","Ireland","The Ryan McBride Brandywell Stadium","ライアン・マクブライド・ブランディウェル・スタジアム","Lone Moor Road","","7000","https://media.api-sports.io/football/venues/1172.png"
"Dublin","Ireland","Aviva Stadium","アビバスタジアム","62 Lansdowne Road","","51700","https://media.api-sports.io/football/venues/1970.png"
"Dublin","Ireland","Dalymount Park","ダリーマウントパーク","Phibsborough 7","","4443","https://media.api-sports.io/football/venues/2625.png"
"Ballybofey","Ireland","Finn Park","フィン・パーク","Navenney Street","","4458","https://media.api-sports.io/football/venues/2626.png"
"Sligo","Ireland","The Showgrounds","ショーグラウンド","16 Church Hill","","6100","https://media.api-sports.io/football/venues/2627.png"
"Dublin","Ireland","Richmond Park","リッチモンドパーク","125 Emmet Road, Inchicore","","5340","https://media.api-sports.io/football/venues/2628.png"
"Dublin","Ireland","UCD Bowl","UCDボウル","Stillorgan Road, Belfield","","3000","https://media.api-sports.io/football/venues/2629.png"
"Waterford","Ireland","Waterford Regional Sports Centre","ウォーターフォード地域スポーツセンター","Cork Road, Kilbarry","","5500","https://media.api-sports.io/football/venues/2630.png"
"Athlone","Ireland","Athlone Town Stadium","アスローンタウンスタジアム","Brawney Road","","5000","https://media.api-sports.io/football/venues/2631.png"
"Bray","Ireland","Carlisle Grounds","カーライル・グラウンド","Quinnsboro’ Road","","3500","https://media.api-sports.io/football/venues/2632.png"
"Dublin","Ireland","Stradbrook Road","ストラドブルックロード","Stradbrook Road, Rockford Manor","","1420","https://media.api-sports.io/football/venues/2633.png"
"Cobh","Ireland","St. Colman's Park","セント・コルマンズ・パーク","French&apos;s Avenue","","5000","https://media.api-sports.io/football/venues/11537.png"
"Drogheda","Ireland","Weavers Park","ウィーバーズパーク","Windmill Road","","3500","https://media.api-sports.io/football/venues/19514.png"
"Galway","Ireland","Eamonn Deacy Park","イーモン・ディーシー・パーク","Dyke Road","","5000","https://media.api-sports.io/football/venues/2636.png"
"Limerick","Ireland","Markets Field","マーケット分野","22-34 Garryowen Road","","5000","https://media.api-sports.io/football/venues/2637.png"
"Longford Town","Ireland","Bishopsgate Stadium","ビショップスゲートスタジアム","Strokestown Road (N5)","","5097","https://media.api-sports.io/football/venues/2638.png"
"Dublin","Ireland","Tolka Park","トルカパーク","Richmond Road","","9681","https://media.api-sports.io/football/venues/2639.png"
"Newcastle, Crossabeg","Ireland","Ferrycarrig Park","フェリーキャリグ公園","Newcastle Lower","","2609","https://media.api-sports.io/football/venues/2640.png"
"Cobh, Cork","Ireland","Oldchurch Park","オールドチャーチパーク","Old Church","","1000","https://media.api-sports.io/football/venues/20688.png"
"Balbriggan","Ireland","Market Green","マーケットグリーン","Market Green","","1000","https://media.api-sports.io/football/venues/4537.png"
"Maynooth","Ireland","Rathcoffey Road Ground","ラスコフィーロードグラウンド","Newtown Road, Newtown","","1000","https://media.api-sports.io/football/venues/20689.png"
"Cobh","Ireland","St. Coleman's Park","セント・コールマンズ・パーク","French&apos;s Avenue","","5000","https://media.api-sports.io/football/venues/2634.png"
"Cork","Ireland","Corinthians Park","コリンシアンズパーク","Scairt Hill, Castletreasure, Donnybrook","","1000","https://media.api-sports.io/football/venues/12050.png"
"Cork","Ireland","Ringmahon Park","リングマホン公園","","","1000","https://media.api-sports.io/football/venues/19722.png"
"Kilternan","Ireland","Jackson Park","ジャクソンパーク","Glenamuck Road","","1000","https://media.api-sports.io/football/venues/20571.png"
"Carrigaline","Ireland","Ballea Astro East","バレア・アストロ・イースト","Tuscany Lodge, Ballea Road, Carrigaline West","","1000","https://media.api-sports.io/football/venues/20798.png"
"Beer Sheva","Israel","Yaakov Turner Toto Stadium","ヤコブ・ターナー トトスタジアム","Etsel Street 2","","16126","https://media.api-sports.io/football/venues/867.png"
"Tel-Aviv","Israel","Bloomfield Stadium","ブルームフィールドスタジアム","Ha-Tkuma Street","","29400","https://media.api-sports.io/football/venues/10592.png"
"Jerusalem","Israel","Teddi Malcha Stadium","テディ・マルチャ・スタジアム","David Ayalon","","33500","https://media.api-sports.io/football/venues/866.png"
"Ramat Gan","Israel","National Stadium Ramat Gan","ラマトガン国立競技場","26 Bugrashov Street, Ramat Gan","","41583","https://media.api-sports.io/football/venues/2610.png"
"Haifa","Israel","Sammy Ofer Stadium","サミー・オフェル・スタジアム","2 Rothenberg Street","","30820","https://media.api-sports.io/football/venues/868.png"
"Ramla","Israel","Ramla Municipal Stadium","ラムラ市営スタジアム","Yehoshua Bin Nun Street 5","","2500","https://media.api-sports.io/football/venues/3401.png"
"Sakhnin","Israel","Doha Stadium","ドーハスタジアム","1 Sakhnin Boulevard","","8500","https://media.api-sports.io/football/venues/3402.png"
"Accre","Israel","Acre Municipal Stadium","アッコ市営スタジアム","Mishmar Hayam Acre","","5000","https://media.api-sports.io/football/venues/3403.png"
"Afula","Israel","Afula Illit Stadium","アフラ・イリット・スタジアム","Khayim Barlev Street","","3000","https://media.api-sports.io/football/venues/3404.png"
"Ashkelon","Israel","Sela Stadium","セラスタジアム","Giborei Shikhrur Street 1","","7500","https://media.api-sports.io/football/venues/3405.png"
"Bnei-Lod","Israel","Lod Municipal Stadium","ロッド市営スタジアム","Kiryat ha-Sport Street","","4000","https://media.api-sports.io/football/venues/3406.png"
"Nazareth Illit","Israel","Green Stadium","グリーンスタジアム","","","4480","https://media.api-sports.io/football/venues/3407.png"
"Petach-Tikva","Israel","HaMoshava Stadium","ハモシャバスタジアム","Em Hamoshavot Road 12","","12500","https://media.api-sports.io/football/venues/3408.png"
"Ramat-ha’Sharon","Israel","Yankele Grundman Stadium","ヤンケル・グランドマン・スタジアム","Haroshet Street","","4000","https://media.api-sports.io/football/venues/3409.png"
"Rishon LeZion","Israel","Haberfeld Stadium","ハーバーフェルトスタジアム","Yosef Timmy Papid Street","","6900","https://media.api-sports.io/football/venues/3410.png"
"Umm al-Fahm","Israel","HaShalom Stadium","ハシャロムスタジアム","","","7000","https://media.api-sports.io/football/venues/10590.png"
"Kafr Qasim","Israel","Municipal Stadium Kafr Qasim","カフル・カシム市営スタジアム","","","3000","https://media.api-sports.io/football/venues/3412.png"
"Ilut","Israel","Ilut Stadium","イルートスタジアム","","","4932","https://media.api-sports.io/football/venues/3413.png"
"Kfar-Saba","Israel","Levita Stadium","レヴィタスタジアム","Ben Yehuda 102","","5500","https://media.api-sports.io/football/venues/4540.png"
"Rehovot","Israel","Rehovot Marmorek Weisgal Synthetic","レホヴォト マルモレク ワイスガル 合成","Ben Tsiyon Fogel Street 1","","1000","https://media.api-sports.io/football/venues/21191.png"
"Netanya","Israel","Netanya Stadium","ネタニヤスタジアム","HaMehkar Street","","13610","https://media.api-sports.io/football/venues/11941.png"
"Nesher","Israel","Nesher Municipal Stadium","ネシャー市営スタジアム","Bar Yehuda 1","","3000","https://media.api-sports.io/football/venues/3416.png"
"Herzliya","Israel","Municipal Stadium Herzliya","ヘルツリーヤ市営スタジアム","Yossef Nevo Str. 6","","8300","https://media.api-sports.io/football/venues/3417.png"
"Rehovot","Israel","Etstony Stadium","エトストニースタジアム","Brenner Street 15-17","","2000","https://media.api-sports.io/football/venues/4547.png"
"Ashdod","Israel","Yud-Alef Stadium","ユド・アレフ・スタジアム","Ha-Histadrut Street 6","","7980","https://media.api-sports.io/football/venues/3419.png"
"Kiryat-Shmona","Israel","Kiryat-Shmona Municipal Stadium","キルヤト・シュモナ市営スタジアム","","","5300","https://media.api-sports.io/football/venues/3420.png"
"Ashdod","Israel","Ashdod Senti","アシュドッド・センティ","Jabotinski Street 86","","1000","https://media.api-sports.io/football/venues/21192.png"
"Kafr Manda","Israel","Kafr Manda New Stadium","カフル・マンダ新スタジアム","11 Street","","5000","https://media.api-sports.io/football/venues/4539.png"
"Nahariya","Israel","Municipal Stadium Nahariya","ナハリヤ市営スタジアム","Independence Road","","4600","https://media.api-sports.io/football/venues/4541.png"
"Petach-Tikva","Israel","Sportek Stadium","スポルテックスタジアム","","","2000","https://media.api-sports.io/football/venues/4542.png"
"Ramat Gan","Israel","Ramat Gan Artificial Pitch","ラマトガン人工芝","Israel National Trail","","1000","https://media.api-sports.io/football/venues/4543.png"
"Eilat","Israel","The North Beach","ノースビーチ","Haitstadyon Street","","1000","https://media.api-sports.io/football/venues/4544.png"
"Tuba-Zangariyye","Israel","Municipal Stadium","市営スタジアム","","","1000","https://media.api-sports.io/football/venues/4545.png"
"Tel-Aviv","Israel","Soccer and Sport Education Center","サッカー・スポーツ教育センター","","","1000","https://media.api-sports.io/football/venues/4546.png"
"Daburiyya","Israel","Municipal Stadium","市営スタジアム","","","2000","https://media.api-sports.io/football/venues/4548.png"
"Dimona","Israel","Dimona Municipal Stadium","ディモナ市営スタジアム","Sderot Golda Meir","","4000","https://media.api-sports.io/football/venues/4549.png"
"Ramat Gan","Israel","Winter Stadium","ウィンタースタジアム","HaTayasim Road 121","","8006","https://media.api-sports.io/football/venues/4550.png"
"Yael","Israel","Gush Yael Stadium","ガシュ・ヤエル・スタジアム","Taanach block Yael / Asi Gilboa","","700","https://media.api-sports.io/football/venues/4551.png"
"Azor","Israel","Azor Stadium","アゾールスタジアム","","","2000","https://media.api-sports.io/football/venues/4552.png"
"Petach-Tikva","Israel","Moshava Training Field","モシャバ訓練場","","","1000","https://media.api-sports.io/football/venues/4563.png"
"Ar&apos;ara","Israel","Ar'ara Stadium","アララスタジアム","","","3000","https://media.api-sports.io/football/venues/4554.png"
"Umm al-Fahm","Israel","Umm al-synthetic field","ウムアル合成フィールド","","","1000","https://media.api-sports.io/football/venues/21193.png"
"Pardes Hanna-Karkur","Israel","Municipal Stadium","市営スタジアム","","","1000","https://media.api-sports.io/football/venues/4555.png"
"Hod HaSharon","Israel","Neve Hadar Stadium","ネヴェ・ハダル・スタジアム","","","1000","https://media.api-sports.io/football/venues/4556.png"
"Jatt","Israel","Municipal Stadium","市営スタジアム","","","2000","https://media.api-sports.io/football/venues/4557.png"
"Kafr Qasim","Israel","Upper Kafr Qasim Synthetic","アッパー カフル カシム 合成繊維","","","1000","https://media.api-sports.io/football/venues/4558.png"
"Kaukab Abu al-Hija","Israel","Kaukab Stadium","カウカブスタジアム","","","2000","https://media.api-sports.io/football/venues/4559.png"
"Kfar Kana","Israel","Kfar Kana Stadium","クファル・カナ・スタジアム","","","2500","https://media.api-sports.io/football/venues/4560.png"
"Tel Aviv","Israel","Shkhunat Hatikva Stadium","シュクナット・ハティクヴァ・スタジアム","20 Kabir Street, Hatikva","","6016","https://media.api-sports.io/football/venues/4561.png"
"Kiryat Ono","Israel","Kiryat Ono Stadium","キリヤト・オノ・スタジアム","Kaplan Street 56","","3000","https://media.api-sports.io/football/venues/4562.png"
"Migdal HaEmek","Israel","Municipal Stadium","市営スタジアム","Haitstadyon Street 8","","1000","https://media.api-sports.io/football/venues/4564.png"
"Rishon LeZion","Israel","Nahlat Yehuda Stadium","ナフラト・イェフダ・スタジアム","Eli Cohen Street","","1000","https://media.api-sports.io/football/venues/4565.png"
"Ramot Menashe","Israel","Municipal Stadium","市営スタジアム","","","2000","https://media.api-sports.io/football/venues/4566.png"
"Shefa-&apos;Amr","Israel","Shefa-'Amr Stadium","シェファ・アムル・スタジアム","","","1000","https://media.api-sports.io/football/venues/4567.png"
"Tirat Carmel","Israel","Municipal Stadium","市営スタジアム","","","2000","https://media.api-sports.io/football/venues/4568.png"
"Yeruham","Israel","Yeruham Stadium","イェルハムスタジアム","","","1000","https://media.api-sports.io/football/venues/4569.png"
"Holon","Israel","Holon Municipal Stadium","ホロン市営スタジアム","Moshe Dayan Street","","3000","https://media.api-sports.io/football/venues/4570.png"
"Kafr Qari&apos;a","Israel","Kafr Kara Stadium","カフルカラスタジアム","","","4000","https://media.api-sports.io/football/venues/4571.png"
"Majd al-Krum","Israel","Bi'ne Field","ビネフィールド","","","2000","https://media.api-sports.io/football/venues/4572.png"
"Baqa al-Gharbiyye","Israel","Baqa al-Gharbiyye Stadium","バカ・アル・ガルビイェ・スタジアム","","","5000","https://media.api-sports.io/football/venues/4573.png"
"Beit Dagan","Israel","Beit Dagan Ground","ベイト・ダガン・グラウンド","Sderot Menachem Begin","","2000","https://media.api-sports.io/football/venues/4574.png"
"Kabul","Israel","Municipal Stadium","市営スタジアム","","","2000","https://media.api-sports.io/football/venues/4575.png"
"Modi&apos;in Makabim-Re&apos;ut","Israel","Modi'in Municipal Stadium","モディイン市営スタジアム","Emek HaEla Street","","2000","https://media.api-sports.io/football/venues/4576.png"
"Or Yehuda","Israel","Or Yehuda Stadium","またはイェフダスタジアム","Khativat Alexandroni Street 2","","1000","https://media.api-sports.io/football/venues/4577.png"
"Tiberias","Israel","Tiberias Municipal Stadium","ティベリアス市営スタジアム","Bar Kochva Street","","5000","https://media.api-sports.io/football/venues/4578.png"
"Netivot","Israel","Netivot Stadium","ネティボットスタジアム","HaGefen Street","","2000","https://media.api-sports.io/football/venues/21194.png"
"Sderot","Israel","Sderot Municipal Stadium","スデロット市営スタジアム","Trumpeldor Street 11","","2000","https://media.api-sports.io/football/venues/4580.png"
"Qiryat Ata","Israel","Kiryat Ata Municipal Stadium","キルヤト・アタ市営スタジアム","","","726","https://media.api-sports.io/football/venues/4581.png"
"Kiryat Gat","Israel","Kiryat Gat Municipal Stadium","キルヤト・ガト市営スタジアム","","","3000","https://media.api-sports.io/football/venues/7199.png"
"Kiryat Malakhi","Israel","Kiryat Malachi Stadium","キルヤト・マラキ・スタジアム","Hertzel Street 75","","2000","https://media.api-sports.io/football/venues/4582.png"
"Ma&apos;alot-Tarshiha","Israel","Municipal Stadium","市営スタジアム","","","2000","https://media.api-sports.io/football/venues/4583.png"
"Haifa","Israel","Athos Haifa Lot 1","アトス ハイファ ロット 1","Kdoshi Jassy Street","","1000","https://media.api-sports.io/football/venues/21195.png"
"Kiryat Bialik","Israel","Tzur Shalom Stadium","トゥール・シャローム・スタジアム","Ha-Partizanim Street 14","","2000","https://media.api-sports.io/football/venues/4584.png"
"Yavne","Israel","Yavne Municipal Stadium","ヤヴネ市営スタジアム","Sderot Du&apos;ani","","4000","https://media.api-sports.io/football/venues/4585.png"
"Jerusalem","Israel","Jerusalem Cedar Valley 2 grass","エルサレムシーダーバレー2草","Emek ha-Arazim","","1000","https://media.api-sports.io/football/venues/21196.png"
"Tel-Aviv","Israel","Wolfson Training Ground","ウルフソントレーニンググラウンド","Wolfson Street 2","","1000","https://media.api-sports.io/football/venues/4586.png"
"Rishon LeTsiyon","Israel","East Institute Stadium","イースト インスティテュート スタジアム","Mordei ha-Geta&apos;ot Street","","1000","https://media.api-sports.io/football/venues/4587.png"
"Taibe","Israel","Wahib Jabara Stadium","ワヒブ・ジャバラ・スタジアム","","","3000","https://media.api-sports.io/football/venues/4588.png"
"Tira","Israel","Tira Municipal Stadium","ティラ市営スタジアム","","","3000","https://media.api-sports.io/football/venues/4591.png"
"Beit She&apos;an","Israel","Beit-She'an Municipal Stadium","ベト・シェアン市営スタジアム","","","4800","https://media.api-sports.io/football/venues/4681.png"
"Bu&apos;eine Nujeidat","Israel","Buina Nujeidat Stadium","ブイナ・ヌジェイダット・スタジアム","Buina Nujeidat","","3000","https://media.api-sports.io/football/venues/4682.png"
"Iksal","Israel","Iksal Ground","イクサルグラウンド","","","1000","https://media.api-sports.io/football/venues/4683.png"
"Rahat","Israel","Nahal Grar Park","ナハル グラール公園","","","4000","https://media.api-sports.io/football/venues/4684.png"
"Nahf","Israel","Nahf Stadium","ナフフスタジアム","2 Street","","1000","https://media.api-sports.io/football/venues/5457.png"
"Daliyat al-Karmel","Israel","Municipal Stadium","市営スタジアム","","","5000","https://media.api-sports.io/football/venues/7198.png"
"Nahariyya","Israel","Nahariya synthetic pitch 3","ナハリヤ合成ピッチ3","","","1000","https://media.api-sports.io/football/venues/21197.png"
"Kiryat Yam","Israel","Kiryat Yam Synthetic","キリヤットヤム合成","Pinchas Lavon 1","","1000","https://media.api-sports.io/football/venues/21198.png"
"Fureidis","Israel","Fureidis Stadium","フューレイディススタジアム","","","1000","https://media.api-sports.io/football/venues/21199.png"
"Tamra","Israel","Municipal Stadium","市営スタジアム","","","2000","https://media.api-sports.io/football/venues/19170.png"
"Be&apos;er Sheva","Israel","Mikha Reisser Field 4","ミカ・ライザー フィールド 4","Etsel Street","","1000","https://media.api-sports.io/football/venues/21200.png"
"Iksal","Israel","Mor's Home","モーズホーム","","","1000","https://media.api-sports.io/football/venues/21201.png"
"Netanya","Israel","Tubruk Stadium","トゥブルクスタジアム","Tubruk","","500","https://media.api-sports.io/football/venues/21202.png"
"Roma","Italy","Stadio Olimpico","スタディオ オリンピコ","Viale dei Gladiatori, 2 / Via del Foro Italico","","68530","https://media.api-sports.io/football/venues/910.png"
"Reggio Emilia","Italy","MAPEI Stadium - Città del Tricolore","MAPEI スタジアム - チッタ デル トリコローレ","Piazza Azzuri d&apos;Italia, 1","","23717","https://media.api-sports.io/football/venues/935.png"
"Milano","Italy","Stadio Giuseppe Meazza","スタディオ ジュゼッペ メアッツァ","Via Piccolomini 5","","80018","https://media.api-sports.io/football/venues/907.png"
"Cagliari","Italy","Unipol Domus","ユニポル ドムス","Via Raimondo Carta Raspi","","16416","https://media.api-sports.io/football/venues/12275.png"
"Verona","Italy","Stadio Marc'Antonio Bentegodi","スタディオ マルク・アントニオ ベンテゴディ","Piazzale Olimpia","","39211","https://media.api-sports.io/football/venues/890.png"
"Napoli","Italy","Stadio Diego Armando Maradona","ディエゴ・アルマンド・マラドーナ・スタジアム","Pizzale Vincenzo Tecchio","","60240","https://media.api-sports.io/football/venues/11904.png"
"Ferrara","Italy","Stadio Paolo Mazza","パオロ・マッツァ・スタジアム","Corso Piave, 28","","16134","https://media.api-sports.io/football/venues/938.png"
